country,year,uniqueid,bank_account,location_type,cellphone_access,household_size,age_of_respondent,gender_of_respondent,relationship_with_head,marital_status,education_level,job_type
Tanzania,2017,uniqueid_191,No,Rural,Yes,2,36,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_192,No,Urban,Yes,2,40,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_193,No,Urban,No,1,57,Female,Head of Household,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_194,No,Rural,No,1,45,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_195,No,Rural,Yes,2,26,Female,Spouse,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_196,No,Urban,No,2,35,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_197,No,Urban,Yes,2,60,Female,Head of Household,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_198,No,Urban,Yes,2,50,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_199,No,Urban,Yes,2,60,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_200,No,Rural,Yes,1,26,Female,Head of Household,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_201,Yes,Rural,Yes,3,25,Male,Other relative,Divorced/Seperated,Secondary education,Formally employed Private
Tanzania,2017,uniqueid_202,No,Rural,Yes,2,25,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_203,No,Urban,No,1,57,Female,Head of Household,Divorced/Seperated,Primary education,Self employed
Tanzania,2017,uniqueid_204,Yes,Urban,Yes,1,30,Male,Head of Household,Married/Living together,Vocational/Specialised training,Formally employed Private
Tanzania,2017,uniqueid_205,No,Urban,Yes,4,23,Female,Parent,Married/Living together,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_206,No,Urban,Yes,2,38,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_207,No,Urban,Yes,2,31,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_208,No,Rural,Yes,3,52,Female,Spouse,Single/Never Married,Primary education,No Income
Tanzania,2017,uniqueid_209,No,Urban,Yes,2,22,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_210,No,Urban,No,5,40,Male,Head of Household,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_211,No,Urban,No,2,36,Female,Spouse,Single/Never Married,No formal education,Remittance Dependent
Tanzania,2017,uniqueid_212,No,Urban,Yes,5,17,Female,Parent,Divorced/Seperated,Primary education,No Income
Tanzania,2017,uniqueid_213,Yes,Urban,Yes,1,36,Male,Head of Household,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_214,No,Urban,Yes,1,47,Male,Head of Household,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_215,No,Urban,No,1,69,Female,Head of Household,Widowed,Primary education,Self employed
Tanzania,2017,uniqueid_216,No,Urban,Yes,2,31,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_217,No,Urban,No,4,17,Female,Parent,Married/Living together,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_218,No,Urban,No,3,40,Female,Parent,Widowed,Primary education,Self employed
Tanzania,2017,uniqueid_219,No,Rural,Yes,1,90,Female,Head of Household,Widowed,No formal education,Self employed
Tanzania,2017,uniqueid_220,No,Urban,Yes,4,51,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_221,Yes,Urban,Yes,2,55,Male,Head of Household,Single/Never Married,Tertiary education,Self employed
Tanzania,2017,uniqueid_222,No,Urban,Yes,2,29,Male,Head of Household,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_223,No,Urban,Yes,1,31,Female,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_224,Yes,Rural,Yes,3,32,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_225,No,Rural,No,3,28,Female,Other relative,Divorced/Seperated,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_226,No,Rural,Yes,3,64,Male,Head of Household,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_227,No,Urban,No,3,17,Female,Other non-relatives,Divorced/Seperated,Primary education,No Income
Tanzania,2017,uniqueid_228,No,Rural,Yes,2,48,Female,Head of Household,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_229,No,Urban,Yes,3,31,Female,Spouse,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_230,No,Urban,Yes,1,53,Female,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_231,No,Rural,Yes,2,38,Female,Head of Household,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_232,No,Urban,Yes,3,18,Male,Parent,Divorced/Seperated,Primary education,Self employed
Tanzania,2017,uniqueid_233,No,Urban,Yes,1,23,Female,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_234,No,Urban,No,3,70,Female,Child,Married/Living together,No formal education,Government Dependent
Tanzania,2017,uniqueid_235,No,Urban,Yes,4,23,Male,Parent,Divorced/Seperated,Primary education,Self employed
Tanzania,2017,uniqueid_236,No,Rural,Yes,4,20,Female,Spouse,Single/Never Married,Primary education,No Income
Tanzania,2017,uniqueid_237,No,Urban,Yes,2,60,Female,Spouse,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_238,No,Urban,Yes,3,37,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_239,No,Urban,No,3,19,Female,Spouse,Single/Never Married,Secondary education,Informally employed
Tanzania,2017,uniqueid_240,No,Rural,Yes,1,22,Male,Head of Household,Divorced/Seperated,Primary education,Self employed
Tanzania,2017,uniqueid_241,No,Urban,No,3,28,Male,Child,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_242,No,Urban,Yes,2,44,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_243,No,Urban,Yes,2,16,Male,Parent,Divorced/Seperated,Primary education,Informally employed
Tanzania,2017,uniqueid_244,No,Urban,Yes,1,55,Female,Head of Household,Widowed,Primary education,Self employed
Tanzania,2017,uniqueid_245,No,Urban,Yes,3,32,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_246,No,Rural,No,3,32,Female,Spouse,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_247,No,Urban,Yes,6,20,Male,Child,Divorced/Seperated,Primary education,Self employed
Tanzania,2017,uniqueid_248,No,Urban,Yes,2,30,Male,Head of Household,Single/Never Married,Tertiary education,Informally employed
Tanzania,2017,uniqueid_249,No,Urban,No,4,38,Female,Spouse,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_250,No,Urban,No,4,16,Female,Child,Divorced/Seperated,Primary education,No Income
Tanzania,2017,uniqueid_251,No,Urban,Yes,2,30,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_252,No,Urban,Yes,2,26,Male,Head of Household,Single/Never Married,No formal education,Informally employed
Tanzania,2017,uniqueid_253,No,Urban,Yes,2,35,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_254,No,Urban,No,2,29,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_255,No,Urban,Yes,1,66,Female,Head of Household,Widowed,Primary education,Self employed
Tanzania,2017,uniqueid_256,No,Urban,No,4,60,Female,Head of Household,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_257,No,Urban,Yes,3,73,Male,Head of Household,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_258,No,Urban,Yes,1,32,Female,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_259,Yes,Rural,Yes,2,50,Male,Head of Household,Single/Never Married,Tertiary education,Self employed
Tanzania,2017,uniqueid_260,No,Urban,Yes,4,25,Female,Parent,Divorced/Seperated,Secondary education,Self employed
Tanzania,2017,uniqueid_261,No,Urban,Yes,2,24,Male,Parent,Divorced/Seperated,Secondary education,Self employed
Tanzania,2017,uniqueid_262,No,Urban,Yes,2,20,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_263,No,Urban,No,2,65,Female,Head of Household,Widowed,Primary education,Self employed
Tanzania,2017,uniqueid_264,No,Urban,Yes,2,76,Male,Head of Household,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_265,No,Rural,No,2,28,Female,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_266,No,Urban,Yes,2,57,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_267,No,Urban,Yes,2,47,Female,Head of Household,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_268,No,Urban,Yes,2,50,Female,Spouse,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_269,No,Urban,Yes,1,42,Female,Head of Household,Widowed,Primary education,Informally employed
Tanzania,2017,uniqueid_270,No,Urban,Yes,1,42,Female,Head of Household,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_271,No,Urban,Yes,2,48,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_272,No,Urban,Yes,2,23,Female,Spouse,Single/Never Married,Tertiary education,Self employed
Tanzania,2017,uniqueid_273,No,Urban,Yes,2,35,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_274,No,Rural,Yes,2,25,Female,Parent,Divorced/Seperated,Tertiary education,Self employed
Tanzania,2017,uniqueid_275,No,Rural,Yes,1,27,Male,Head of Household,Divorced/Seperated,Primary education,Self employed
Tanzania,2017,uniqueid_276,No,Urban,Yes,3,32,Female,Spouse,Single/Never Married,Secondary education,Self employed
Tanzania,2017,uniqueid_277,No,Urban,No,1,36,Female,Head of Household,Married/Living together,No formal education,Informally employed
Tanzania,2017,uniqueid_278,No,Urban,Yes,2,30,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_279,No,Urban,Yes,2,35,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_280,No,Urban,No,5,25,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_281,No,Urban,No,2,29,Male,Parent,Widowed,Primary education,Self employed
Tanzania,2017,uniqueid_282,No,Urban,Yes,2,39,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_283,No,Rural,Yes,2,34,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_284,No,Urban,Yes,2,29,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_285,Yes,Rural,Yes,2,25,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_286,No,Rural,Yes,3,16,Female,Other non-relatives,Divorced/Seperated,Primary education,Formally employed Private
Tanzania,2017,uniqueid_287,Yes,Rural,Yes,2,70,Male,Head of Household,Single/Never Married,Tertiary education,Government Dependent
Tanzania,2017,uniqueid_288,No,Urban,No,1,48,Male,Head of Household,Married/Living together,Primary education,Informally employed
Tanzania,2017,uniqueid_289,No,Rural,No,3,45,Female,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_290,No,Rural,Yes,2,66,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_291,No,Urban,Yes,2,37,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_292,No,Urban,No,3,55,Male,Head of Household,Married/Living together,Primary education,Informally employed
Tanzania,2017,uniqueid_293,No,Rural,Yes,1,30,Female,Head of Household,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_294,No,Urban,Yes,5,44,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_295,No,Urban,Yes,2,36,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_296,No,Rural,Yes,3,38,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_297,No,Urban,No,2,64,Male,Head of Household,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_298,No,Rural,Yes,5,17,Female,Other non-relatives,Married/Living together,Primary education,Informally employed
Tanzania,2017,uniqueid_299,No,Urban,Yes,1,59,Female,Head of Household,Widowed,Primary education,Self employed
Tanzania,2017,uniqueid_300,No,Urban,Yes,3,46,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_301,No,Urban,Yes,5,47,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_302,No,Rural,Yes,2,25,Female,Spouse,Single/Never Married,No formal education,Remittance Dependent
Tanzania,2017,uniqueid_303,No,Urban,Yes,2,31,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_304,No,Urban,No,2,72,Male,Head of Household,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_305,No,Urban,No,2,33,Female,Spouse,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_306,No,Urban,No,2,29,Female,Spouse,Single/Never Married,No formal education,Informally employed
Tanzania,2017,uniqueid_307,No,Urban,Yes,2,36,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_308,No,Rural,Yes,2,18,Female,Parent,Divorced/Seperated,Secondary education,Informally employed
Tanzania,2017,uniqueid_309,No,Urban,No,1,79,Female,Head of Household,Widowed,No formal education,Government Dependent
Tanzania,2017,uniqueid_310,No,Rural,No,3,16,Female,Other relative,Divorced/Seperated,Secondary education,Remittance Dependent
Tanzania,2017,uniqueid_311,No,Urban,Yes,2,57,Male,Head of Household,Single/Never Married,Primary education,Government Dependent
Tanzania,2017,uniqueid_312,No,Rural,No,2,32,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_313,No,Urban,Yes,4,54,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_314,No,Urban,No,2,19,Female,Spouse,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_315,No,Urban,No,2,20,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_316,No,Urban,Yes,2,31,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_317,No,Urban,No,3,65,Male,Head of Household,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_318,No,Urban,Yes,3,67,Male,Head of Household,Single/Never Married,Secondary education,Self employed
Tanzania,2017,uniqueid_319,Yes,Rural,Yes,2,35,Male,Head of Household,Single/Never Married,Primary education,Formally employed Private
Tanzania,2017,uniqueid_320,No,Urban,No,2,58,Female,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_321,No,Urban,Yes,2,29,Female,Spouse,Single/Never Married,Secondary education,Self employed
Tanzania,2017,uniqueid_322,No,Urban,No,1,65,Female,Head of Household,Widowed,No formal education,Self employed
Tanzania,2017,uniqueid_323,No,Rural,Yes,4,25,Male,Parent,Divorced/Seperated,Tertiary education,Self employed
Tanzania,2017,uniqueid_324,No,Urban,Yes,5,23,Male,Other relative,Divorced/Seperated,Primary education,Self employed
Tanzania,2017,uniqueid_325,No,Urban,No,2,20,Female,Spouse,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_326,No,Urban,Yes,2,38,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_327,No,Urban,Yes,2,56,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_328,No,Urban,No,5,48,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_329,No,Urban,Yes,2,71,Male,Head of Household,Single/Never Married,Primary education,Self employed
